Organism (genomeID),Organism,TaxID,SEED_ID,Kingdom,Phylum,Class,Order,Family,Genus,Species,Strain,Unnamed: 12,Prediction Mean,Prediction STD,Phenotype,Binary Prediction Mean
Bifidobacterium longum subsp. longum 2-2B (1161745.3),Bifidobacterium longum subsp. longum 2-2B ,1161745,1161745.3,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium, Bifidobacterium longum, Bifidobacterium longum subsp. longum 2-2B,,0.0482559204101562,0.0067100644179298,Human Non Pathogenic,0.0
Bifidobacterium longum subsp. longum 35B (1161904.3),Bifidobacterium longum subsp. longum 35B ,1161904,1161904.3,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium, Bifidobacterium longum, Bifidobacterium longum subsp. longum 35B,,0.0617904663085937,0.0113366821254493,Human Non Pathogenic,0.0
Bifidobacterium longum subsp. longum 44B (1161743.3),Bifidobacterium longum subsp. longum 44B ,1161743,1161743.3,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium, Bifidobacterium longum, Bifidobacterium longum subsp. longum 44B,,0.10546875,0.0137666415165047,Human Non Pathogenic,0.0
Bifidobacterium longum subsp. longum 7-1B (1350472.3),Bifidobacterium longum subsp. longum 7-1B ,1350472,1350472.3,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium, Bifidobacterium longum, Bifidobacterium longum subsp. longum 7-1B,,0.0412864685058593,0.0064400258834235,Human Non Pathogenic,0.0
Bifidobacterium longum subsp. longum 72B (1457184.3),Bifidobacterium longum subsp. longum 72B ,1457184,1457184.3,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium, Bifidobacterium longum, Bifidobacterium longum subsp. longum 72B,,0.0898666381835937,0.0667216907327458,Human Non Pathogenic,0.0
Bifidobacterium longum subsp. longum BBMN68 (890402.3),Bifidobacterium longum subsp. longum BBMN68 ,890402,890402.3,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium, Bifidobacterium longum, Bifidobacterium longum subsp. longum BBMN68,,0.0521469116210937,0.0101125919323347,Human Non Pathogenic,0.0
Bifidobacterium longum subsp. longum CECT 7347 (1205679.3),Bifidobacterium longum subsp. longum CECT 7347 ,1205679,1205679.3,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium, Bifidobacterium longum, Bifidobacterium longum subsp. longum CECT 7347,,0.0629119873046875,0.0094661941312828,Human Non Pathogenic,0.0
Bifidobacterium longum subsp. longum CMCC P0001 (1266716.3),Bifidobacterium longum subsp. longum CMCC P0001 ,1266716,1266716.3,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium, Bifidobacterium longum, Bifidobacterium longum subsp. longum CMCC P0001,,0.0738372802734375,0.0233398279884317,Human Non Pathogenic,0.0
Bifidobacterium longum subsp. longum EK13 (1457186.3),Bifidobacterium longum subsp. longum EK13 ,1457186,1457186.3,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium, Bifidobacterium longum, Bifidobacterium longum subsp. longum EK13,,0.05963134765625,0.0235124323981082,Human Non Pathogenic,0.0
Bifidobacterium longum subsp. longum EK5 (1457185.3),Bifidobacterium longum subsp. longum EK5 ,1457185,1457185.3,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium, Bifidobacterium longum, Bifidobacterium longum subsp. longum EK5,,0.0567092895507812,0.0127723698177101,Human Non Pathogenic,0.0
Bifidobacterium longum subsp. longum F8 (722911.3),Bifidobacterium longum subsp. longum F8 ,722911,722911.3,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium, Bifidobacterium longum, Bifidobacterium longum subsp. longum F8,,0.0448265075683593,0.0229256295019219,Human Non Pathogenic,0.0
Bifidobacterium longum subsp. longum GT15 (1300227.3),Bifidobacterium longum subsp. longum GT15 ,1300227,1300227.3,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium, Bifidobacterium longum, Bifidobacterium longum subsp. longum GT15,,0.0625724792480468,0.0229323187321388,Human Non Pathogenic,0.0
Bifidobacterium longum subsp. longum JCM 1217 (565042.3),Bifidobacterium longum subsp. longum JCM 1217 ,565042,565042.3,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium, Bifidobacterium longum, Bifidobacterium longum subsp. longum JCM 1217,,0.0413742065429687,0.0081986532909111,Human Non Pathogenic,0.0
Bifidobacterium longum subsp. longum JDM301 (759350.3),Bifidobacterium longum subsp. longum JDM301 ,759350,759350.3,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium, Bifidobacterium longum, Bifidobacterium longum subsp. longum JDM301,,0.0731048583984375,0.0129872016888311,Human Non Pathogenic,0.0
Bifidobacterium longum subsp. longum KACC 91563 (1035817.4),Bifidobacterium longum subsp. longum KACC 91563 ,1035817,1035817.4,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium, Bifidobacterium longum, Bifidobacterium longum subsp. longum KACC 91563,,0.0425987243652343,0.009109767833117,Human Non Pathogenic,0.0
Bifidobacterium longum subsp. longum strain 296B (1679.29),Bifidobacterium longum subsp. longum strain 296B ,1679,1679.29,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium, Bifidobacterium longum, Bifidobacterium longum subsp. longum,,0.0724029541015625,0.0232833571808522,Human Non Pathogenic,0.0
Bifidobacterium longum subsp. longum strain 7 (1679.12),Bifidobacterium longum subsp. longum strain 7 ,1679,1679.12,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium, Bifidobacterium longum, Bifidobacterium longum subsp. longum,,0.0479965209960937,0.0108758751766085,Human Non Pathogenic,0.0
Bifidobacterium longum subsp. longum strain 9 (1679.11),Bifidobacterium longum subsp. longum strain 9 ,1679,1679.11,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium, Bifidobacterium longum, Bifidobacterium longum subsp. longum,,0.0481719970703125,0.0110247786853001,Human Non Pathogenic,0.0
Bifidobacterium longum subsp. longum strain AH1206 (1679.26),Bifidobacterium longum subsp. longum strain AH1206 ,1679,1679.26,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium, Bifidobacterium longum, Bifidobacterium longum subsp. longum,,0.069427490234375,0.0108347717653721,Human Non Pathogenic,0.0
Bifidobacterium longum subsp. longum strain BLOI2 (1679.8),Bifidobacterium longum subsp. longum strain BLOI2 ,1679,1679.8,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium, Bifidobacterium longum, Bifidobacterium longum subsp. longum,,0.0617752075195312,0.0194690473798439,Human Non Pathogenic,0.0
Bifidobacterium longum subsp. longum strain BORI (1679.51),Bifidobacterium longum subsp. longum strain BORI ,1679,1679.51,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium, Bifidobacterium longum, Bifidobacterium longum subsp. longum,,0.0482864379882812,0.0087928068609175,Human Non Pathogenic,0.0
Bifidobacterium longum subsp. longum strain CCUG30698 (1679.10),Bifidobacterium longum subsp. longum strain CCUG30698 ,1679,1679.1,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium, Bifidobacterium longum, Bifidobacterium longum subsp. longum,,0.06524658203125,0.0094886605260372,Human Non Pathogenic,0.0
Bifidobacterium longum subsp. longum strain DS32_3 (1679.45),Bifidobacterium longum subsp. longum strain DS32_3 ,1679,1679.45,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium, Bifidobacterium longum, Bifidobacterium longum subsp. longum,,0.0500030517578125,0.0088137835293303,Human Non Pathogenic,0.0
Bifidobacterium longum subsp. longum strain LMG 13197 (1679.6),Bifidobacterium longum subsp. longum strain LMG 13197 ,1679,1679.6,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium, Bifidobacterium longum, Bifidobacterium longum subsp. longum,,0.0330429077148437,0.0018143688332202,Human Non Pathogenic,0.0
Bifidobacterium longum subsp. longum strain LO-06 (1679.14),Bifidobacterium longum subsp. longum strain LO-06 ,1679,1679.14,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium, Bifidobacterium longum, Bifidobacterium longum subsp. longum,,0.0459060668945312,0.015244841877181,Human Non Pathogenic,0.0
Bifidobacterium longum subsp. longum strain LO-10 (1679.20),Bifidobacterium longum subsp. longum strain LO-10 ,1679,1679.2,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium, Bifidobacterium longum, Bifidobacterium longum subsp. longum,,0.0372123718261718,0.0132540892070301,Human Non Pathogenic,0.0
Bifidobacterium longum subsp. longum strain LO-21 (1679.21),Bifidobacterium longum subsp. longum strain LO-21 ,1679,1679.21,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium, Bifidobacterium longum, Bifidobacterium longum subsp. longum,,0.0549240112304687,0.0079827934000869,Human Non Pathogenic,0.0
Bifidobacterium longum subsp. longum strain LO-C29 (1679.22),Bifidobacterium longum subsp. longum strain LO-C29 ,1679,1679.22,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium, Bifidobacterium longum, Bifidobacterium longum subsp. longum,,0.0651016235351562,0.015486721892949,Human Non Pathogenic,0.0
Bifidobacterium longum subsp. longum strain LO-K29a (1679.23),Bifidobacterium longum subsp. longum strain LO-K29a ,1679,1679.23,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium, Bifidobacterium longum, Bifidobacterium longum subsp. longum,,0.0484466552734375,0.0170364977796695,Human Non Pathogenic,0.0
Bifidobacterium longum subsp. longum strain LO-K29b (1679.24),Bifidobacterium longum subsp. longum strain LO-K29b ,1679,1679.24,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium, Bifidobacterium longum, Bifidobacterium longum subsp. longum,,0.0435791015625,0.0114651702041548,Human Non Pathogenic,0.0
Bifidobacterium longum subsp. longum strain MC-42 (1679.13),Bifidobacterium longum subsp. longum strain MC-42 ,1679,1679.13,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium, Bifidobacterium longum, Bifidobacterium longum subsp. longum,,0.0579681396484375,0.0030679274387944,Human Non Pathogenic,0.0
Bifidobacterium longum subsp. longum strain NCIMB8809 (1679.9),Bifidobacterium longum subsp. longum strain NCIMB8809 ,1679,1679.9,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium, Bifidobacterium longum, Bifidobacterium longum subsp. longum,,0.0508956909179687,0.0156212798547736,Human Non Pathogenic,0.0
Bifidobacterium longum subsp. longum strain VKPM Ac-1636 (1679.55),Bifidobacterium longum subsp. longum strain VKPM Ac-1636 ,1679,1679.55,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium, Bifidobacterium longum, Bifidobacterium longum subsp. longum,,0.0639419555664062,0.0266621426044967,Human Non Pathogenic,0.0
Bifidobacterium longum subsp. longum strain VMKB44 (1679.7),Bifidobacterium longum subsp. longum strain VMKB44 ,1679,1679.7,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium, Bifidobacterium longum, Bifidobacterium longum subsp. longum,,0.0409927368164062,0.0115586586117576,Human Non Pathogenic,0.0
Bifidobacterium longum subsp. longum strain W11 (1679.31),Bifidobacterium longum subsp. longum strain W11 ,1679,1679.31,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium, Bifidobacterium longum, Bifidobacterium longum subsp. longum,,0.0518875122070312,0.011634611534256,Human Non Pathogenic,0.0
Bifidobacterium pseudocatenulatum DSM 20438 = JCM 1200 = LMG 10505 (547043.16),Bifidobacterium pseudocatenulatum DSM 20438 = JCM 1200 = LMG 10505 ,547043,547043.16,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium, Bifidobacterium pseudocatenulatum, Bifidobacterium pseudocatenulatum DSM 20438 = JCM 1200 = LMG 10505,,0.0696487426757812,0.0185682645489153,Human Non Pathogenic,0.0
Bifidobacterium pseudocatenulatum IPLA36007 (1454376.3),Bifidobacterium pseudocatenulatum IPLA36007 ,1454376,1454376.3,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium, Bifidobacterium pseudocatenulatum, Bifidobacterium pseudocatenulatum IPLA36007,,0.05572509765625,0.0124750096137596,Human Non Pathogenic,0.0
Bifidobacterium pseudocatenulatum LFYP29 (6666666.205261),Bifidobacterium pseudocatenulatum LFYP29 ,28026,6666666.205261,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium, Bifidobacterium pseudocatenulatum , Bifidobacterium pseudocatenulatum LFYP29,,0.0868453979492187,0.0443891595222504,Human Non Pathogenic,0.0
Bifidobacterium pseudocatenulatum SS_Bg39 (6666666.201538),Bifidobacterium pseudocatenulatum SS_Bg39 ,28026,6666666.201538,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium, Bifidobacterium pseudocatenulatum , Bifidobacterium pseudocatenulatum SS_Bg39,,0.101654052734375,0.0400499584910062,Human Non Pathogenic,0.0
Bifidobacterium pseudocatenulatum strain 12 (28026.188),Bifidobacterium pseudocatenulatum strain 12 ,28026,28026.188,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium, Bifidobacterium pseudocatenulatum,,,0.0516357421875,0.0164003520536724,Human Non Pathogenic,0.0
Bifidobacterium pseudocatenulatum strain 1896B (28026.102),Bifidobacterium pseudocatenulatum strain 1896B ,28026,28026.102,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium, Bifidobacterium pseudocatenulatum,,,0.0566024780273437,0.0169455207386078,Human Non Pathogenic,0.0
Bifidobacterium pseudocatenulatum strain CA-05 (28026.27),Bifidobacterium pseudocatenulatum strain CA-05 ,28026,28026.27,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium, Bifidobacterium pseudocatenulatum,,,0.0377883911132812,0.0099852511813614,Human Non Pathogenic,0.0
Bifidobacterium pseudocatenulatum strain TF05-2AC (28026.137),Bifidobacterium pseudocatenulatum strain TF05-2AC ,28026,28026.137,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium, Bifidobacterium pseudocatenulatum,,,0.0509719848632812,0.0249158726668138,Human Non Pathogenic,0.0
Bifidobacterium scardovii JCM 12489 = DSM 13734 (1150461.5),Bifidobacterium scardovii JCM 12489 = DSM 13734 ,1150461,1150461.5,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium, Bifidobacterium scardovii, Bifidobacterium scardovii JCM 12489 = DSM 13734,,0.1018524169921875,0.0301696899278212,Human Non Pathogenic,0.0
Bifidobacterium sp. 12_1_47BFAA (469594.3),Bifidobacterium sp. 12_1_47BFAA ,469594,469594.3,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,-, Bifidobacterium sp. 12_1_47BFAA,,0.0530014038085937,0.0222608776113512,Human Non Pathogenic,0.0
Bifidobacterium stercoris JCM 15918 (1437612.3),Bifidobacterium stercoris JCM 15918 ,1437612,1437612.3,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium, Bifidobacterium adolescentis, Bifidobacterium stercoris JCM 15918,,0.0684051513671875,0.0343435006334365,Human Non Pathogenic,0.0
Bifidobacterium thermophilum RBL67 (1254439.12),Bifidobacterium thermophilum RBL67 ,1254439,1254439.12,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium, Bifidobacterium thermophilum, Bifidobacterium thermophilum RBL67,,0.2602005004882812,0.2673270780942839,Human Non Pathogenic,0.0
Bilophila wadsworthia 3_1_6 (563192.3),Bilophila wadsworthia 3_1_6 ,563192,563192.3,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Bilophila, Bilophila wadsworthia, Bilophila wadsworthia 3_1_6,,0.224517822265625,0.1001460772375407,Human Non Pathogenic,0.0
Blautia faecis strain MSK.11.45 (871665.25),Blautia faecis strain MSK.11.45,871665,871665.25,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,Blautia faecis,,Bacteria; Terrabacteria group; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Blautia; Blautia faecis,0.1009521484375,0.0670563348992,Human Non Pathogenic,0.0
Blautia faecis strain MSK.14.13 (871665.24),Blautia faecis strain MSK.14.13,871665,871665.24,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,Blautia faecis,,Bacteria; Terrabacteria group; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Blautia; Blautia faecis,0.119293212890625,0.095566384272414,Human Non Pathogenic,0.0
Blautia faecis strain MSK.18.51 (871665.22),Blautia faecis strain MSK.18.51,871665,871665.22,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,Blautia faecis,,Bacteria; Terrabacteria group; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Blautia; Blautia faecis,0.121490478515625,0.0691279192203755,Human Non Pathogenic,0.0
Blautia glucerasea LFYP119 (536633.3),Blautia glucerasea LFYP119 ,536633,536633.3,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia, Blautia glucerasea, Blautia glucerasea LFYP119,,0.1797027587890625,0.1041576017717089,Human Non Pathogenic,0.0
Blautia glucerasea strain MSK.20.42 (536633.6),Blautia glucerasea strain MSK.20.42,536633,536633.6,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,Blautia glucerasea,,Bacteria; Terrabacteria group; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Blautia; Blautia glucerasea,0.140380859375,0.0946181256714929,Human Non Pathogenic,0.0
Blautia hansenii DSM 20583 (537007.6),Blautia hansenii DSM 20583 ,537007,537007.6,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia, Blautia hansenii, Blautia hansenii DSM 20583,,0.3258056640625,0.027170175316041,Human Non Pathogenic,0.0
Blautia hansenii LFYP23 (6666666.205259),Blautia hansenii LFYP23 ,1322,6666666.205259,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia, Blautia hansenii, Blautia hansenii LFYP23,,0.284515380859375,0.0690572470289784,Human Non Pathogenic,0.0
Blautia hydrogenotrophica DSM 10507 (476272.5),Blautia hydrogenotrophica DSM 10507 ,476272,476272.5,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia, Blautia hydrogenotrophica, Blautia hydrogenotrophica DSM 10507,,0.18133544921875,0.079347463734974,Human Non Pathogenic,0.0
